group_name,source_db,batch_name,source_name,catalog_name,source_table,src_column_name,column_alias,source_schema,tgt_schema_name,tgt_tab_name,table_type,table_alias,select_columns,analytical_column_select,analytical_filter,filter_column,filter_sign,filter_value,joining_type,joining_table,joining_columns,join_filter_type,join_filter_column,join_filter_sign,join_filter_value,recovery_filter_column
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,"sha2(business_key, 256)",uuid,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,business_key,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,claimno,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,policyno,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,policyid,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,"sha2('WBCS'||'~'||CAST(policyid as STRING),256)",policyshield_uuid,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,riderid,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,"sha2('WBCS'||'~'||CAST(riderid as STRING),256)",policyshieldrider_uuid,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,peffdate,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,pexpdate,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,pooltype,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,pooldate,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,groupentityid,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,groupname,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,flag,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,flagdate,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,datecreated,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,submitterid,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,status,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,statusdate,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,dateclosed,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,approver,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,approveddate,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,rejofficer,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,rejdate,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,officer,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,subdate,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,gstrate,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,lastmodified,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,modifiedby,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,printdv,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,printdate,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,suppress,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,pendingreqreason,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,payableriderplan,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,,record_created_date,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,current_timestamp,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,,record_created_by,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,'tds_etl',,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,,record_updated_date,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,current_timestamp,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,,record_updated_by,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,'tds_etl',,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,dml_ind,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspartyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,source_app_code,,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,,,,,,,,,,,
wbcspolicyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,cdc_source_commit_date,record_eff_from_date,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,Y,,,cdc_source_commit_date,>,"(SELECT coalesce((select max(record_eff_from_date) from glue_catalog.tl_wbcs_def.tb_issubclaims_hist), to_date('1900-01-01', 'yyyy-MM-dd')))",,,,,,,,
wbcspolicyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,,record_eff_to_date,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,"TO_DATE('9999-12-31','yyyy-MM-dd')",,,,,,,,,,,,,
wbcspolicyl1,wbcs,wbcs_batch,Oracle,glue_catalog,tb_issubclaims_de,,active_record_ind,rl_wbcs_def,tl_wbcs_def,tb_issubclaims_hist,Driver,Driver,'Y',,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
